"Flight.Type","Airline","Flight.No","AverageDepartureDelay","AverageArrivalDelay","TotalFlight","ArrivalDelayedFlight","ArrivalPercDelay","DepartureDelayedFlight","DeparturePercDelay"
"Regional","GOL","GLO - 5621",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5629",0,0,45,0,0,0,0
"Regional","GOL","GLO - 5631",0,0,3,0,0,0,0
"Regional","GOL","GLO - 5633",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5637",0,0,41,0,0,0,0
"Regional","GOL","GLO - 5638",0,0,38,0,0,0,0
"Regional","GOL","GLO - 5644",0,0,44,0,0,0,0
"Regional","GOL","GLO - 5645",0,0,37,0,0,0,0
"Regional","GOL","GLO - 5647",0,0,11,0,0,0,0
"Regional","GOL","GLO - 5648",0,0,12,0,0,0,0
"Regional","GOL","GLO - 5649",0,0,9,0,0,0,0
"Regional","GOL","GLO - 5650",0,0,11,0,0,0,0
"Regional","GOL","GLO - 5651",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5653",0,0,80,0,0,0,0
"Regional","GOL","GLO - 5655",0,0,21,0,0,0,0
"Regional","GOL","GLO - 5656",0,0,19,0,0,0,0
"Regional","GOL","GLO - 5657",0,0,13,0,0,0,0
"Regional","GOL","GLO - 5660",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5661",0,0,123,0,0,0,0
"Regional","GOL","GLO - 5662",0,0,41,0,0,0,0
"Regional","GOL","GLO - 5663",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5665",0,0,3,0,0,0,0
"Regional","GOL","GLO - 5666",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5667",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5668",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5670",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5671",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5673",0,0,10,0,0,0,0
"Regional","GOL","GLO - 5674",0,0,4,0,0,0,0
"Regional","GOL","GLO - 5675",0,0,49,0,0,0,0
"Regional","GOL","GLO - 5676",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5800",0,0,3,0,0,0,0
"Regional","GOL","GLO - 5803",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5808",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5810",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5811",0,0,33,0,0,0,0
"Regional","GOL","GLO - 5812",0,0,36,0,0,0,0
"Regional","GOL","GLO - 5813",0,0,3,0,0,0,0
"Regional","GOL","GLO - 5821",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5823",0,0,22,0,0,0,0
"Regional","GOL","GLO - 5825",0,0,22,0,0,0,0
"Regional","GOL","GLO - 5828",0,0,10,0,0,0,0
"Regional","GOL","GLO - 5829",0,0,11,0,0,0,0
"Regional","GOL","GLO - 5830",0,0,17,0,0,0,0
"Regional","GOL","GLO - 5831",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5833",0,0,17,0,0,0,0
"Regional","GOL","GLO - 5834",0,0,18,0,0,0,0
"Regional","GOL","GLO - 5836",0,0,4,0,0,0,0
"Regional","GOL","GLO - 5837",0,0,30,0,0,0,0
"Regional","GOL","GLO - 5839",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5840",0,0,47,0,0,0,0
"Regional","GOL","GLO - 5849",0,0,12,0,0,0,0
"Regional","GOL","GLO - 5851",0,0,15,0,0,0,0
"Regional","GOL","GLO - 5857",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5859",0,0,4,0,0,0,0
"Regional","GOL","GLO - 5860",0,0,8,0,0,0,0
"Regional","GOL","GLO - 5864",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5865",0,0,6,0,0,0,0
"Regional","GOL","GLO - 5866",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5868",0,0,6,0,0,0,0
"Regional","GOL","GLO - 5869",0,0,6,0,0,0,0
"Regional","GOL","GLO - 5870",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5871",0,0,7,0,0,0,0
"Regional","GOL","GLO - 5874",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5875",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5876",0,0,3,0,0,0,0
"Regional","GOL","GLO - 5877",0,0,6,0,0,0,0
"Regional","GOL","GLO - 5879",0,0,6,0,0,0,0
"Regional","GOL","GLO - 5887",0,0,14,0,0,0,0
"Regional","GOL","GLO - 5889",0,0,6,0,0,0,0
"Regional","GOL","GLO - 5890",0,0,11,0,0,0,0
"Regional","GOL","GLO - 5891",0,0,55,0,0,0,0
"Regional","GOL","GLO - 5898",0,0,52,0,0,0,0
"Regional","GOL","GLO - 5899",0,0,30,0,0,0,0
"Regional","GOL","GLO - 6600",0,0,52,0,0,0,0
"Regional","GOL","GLO - 6601",0,0,36,0,0,0,0
"Regional","GOL","GLO - 6602",0,0,24,0,0,0,0
"Regional","GOL","GLO - 6603",0,0,20,0,0,0,0
"Regional","GOL","GLO - 6605",0,0,63,0,0,0,0
"Regional","GOL","GLO - 6606",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6607",0,0,2,0,0,0,0
"Regional","GOL","GLO - 6608",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6610",0,0,83,0,0,0,0
"Regional","GOL","GLO - 6611",0,0,9,0,0,0,0
"Regional","GOL","GLO - 6613",0,0,21,0,0,0,0
"Regional","GOL","GLO - 6614",0,0,82,0,0,0,0
"Regional","GOL","GLO - 6616",0,0,112,0,0,0,0
"Regional","GOL","GLO - 6617",0,0,4,0,0,0,0
"Regional","GOL","GLO - 6618",0,0,13,0,0,0,0
"Regional","GOL","GLO - 6620",0,0,80,0,0,0,0
"Regional","GOL","GLO - 6621",0,0,34,0,0,0,0
"Regional","GOL","GLO - 6623",0,0,74,0,0,0,0
"Regional","GOL","GLO - 6624",0,0,12,0,0,0,0
"Regional","GOL","GLO - 6625",0,0,6,0,0,0,0
"Regional","GOL","GLO - 6626",0,0,14,0,0,0,0
"Regional","GOL","GLO - 6627",0,0,42,0,0,0,0
"Regional","GOL","GLO - 6628",0,0,48,0,0,0,0
"Regional","GOL","GLO - 6629",0,0,15,0,0,0,0
"Regional","GOL","GLO - 6630",0,0,67,0,0,0,0
"Regional","GOL","GLO - 6631",0,0,42,0,0,0,0
"Regional","GOL","GLO - 6633",0,0,47,0,0,0,0
"Regional","GOL","GLO - 6634",0,0,39,0,0,0,0
"Regional","GOL","GLO - 6635",0,0,28,0,0,0,0
"Regional","GOL","GLO - 6636",0,0,4,0,0,0,0
"Regional","GOL","GLO - 6637",0,0,90,0,0,0,0
"Regional","GOL","GLO - 6638",0,0,16,0,0,0,0
"Regional","GOL","GLO - 6639",0,0,16,0,0,0,0
"Regional","GOL","GLO - 6640",0,0,14,0,0,0,0
"Regional","GOL","GLO - 6641",0,0,86,0,0,0,0
"Regional","GOL","GLO - 6642",0,0,27,0,0,0,0
"Regional","GOL","GLO - 6644",0,0,40,0,0,0,0
"Regional","GOL","GLO - 6646",0,0,2,0,0,0,0
"Regional","GOL","GLO - 6647",0,0,49,0,0,0,0
"Regional","GOL","GLO - 6648",0,0,26,0,0,0,0
"Regional","GOL","GLO - 6649",0,0,31,0,0,0,0
"Regional","GOL","GLO - 6651",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6652",0,0,22,0,0,0,0
"Regional","GOL","GLO - 6653",0,0,102,0,0,0,0
"Regional","GOL","GLO - 6654",0,0,93,0,0,0,0
"Regional","GOL","GLO - 6655",0,0,138,0,0,0,0
"Regional","GOL","GLO - 6656",0,0,91,0,0,0,0
"Regional","GOL","GLO - 6657",0,0,46,0,0,0,0
"Regional","GOL","GLO - 6658",0,0,76,0,0,0,0
"Regional","GOL","GLO - 6659",0,0,136,0,0,0,0
"Regional","GOL","GLO - 6662",0,0,28,0,0,0,0
"Regional","GOL","GLO - 6663",0,0,106,0,0,0,0
"Regional","GOL","GLO - 6664",0,0,85,0,0,0,0
"Regional","GOL","GLO - 6667",0,0,2,0,0,0,0
"Regional","GOL","GLO - 6668",0,0,45,0,0,0,0
"Regional","GOL","GLO - 6669",0,0,31,0,0,0,0
"Regional","GOL","GLO - 6671",0,0,209,0,0,0,0
"Regional","GOL","GLO - 6672",0,0,55,0,0,0,0
"Regional","GOL","GLO - 6674",0,0,172,0,0,0,0
"Regional","GOL","GLO - 6675",0,0,2,0,0,0,0
"Regional","GOL","GLO - 6676",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6677",0,0,33,0,0,0,0
"Regional","GOL","GLO - 6679",0,0,54,0,0,0,0
"Regional","GOL","GLO - 6681",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6684",0,0,76,0,0,0,0
"Regional","GOL","GLO - 6685",0,0,85,0,0,0,0
"Regional","GOL","GLO - 6686",0,0,104,0,0,0,0
"Regional","GOL","GLO - 6687",0,0,28,0,0,0,0
"Regional","GOL","GLO - 6688",0,0,5,0,0,0,0
"Regional","GOL","GLO - 6689",0,0,10,0,0,0,0
"Regional","GOL","GLO - 6690",0,0,87,0,0,0,0
"Regional","GOL","GLO - 6691",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6692",0,0,29,0,0,0,0
"Regional","GOL","GLO - 6694",0,0,14,0,0,0,0
"Regional","GOL","GLO - 6696",0,0,27,0,0,0,0
"Regional","GOL","GLO - 6697",0,0,80,0,0,0,0
"Regional","GOL","GLO - 6698",0,0,93,0,0,0,0
"Regional","GOL","GLO - 6700",0,0,12,0,0,0,0
"Regional","GOL","GLO - 6701",0,0,44,0,0,0,0
"Regional","GOL","GLO - 6702",0,0,15,0,0,0,0
"Regional","GOL","GLO - 6703",0,0,81,0,0,0,0
"Regional","GOL","GLO - 6704",0,0,3,0,0,0,0
"Regional","GOL","GLO - 6705",0,0,39,0,0,0,0
"Regional","GOL","GLO - 6707",0,0,13,0,0,0,0
"Regional","GOL","GLO - 6708",0,0,31,0,0,0,0
"Regional","GOL","GLO - 6709",0,0,36,0,0,0,0
"Regional","GOL","GLO - 6710",0,0,57,0,0,0,0
"Regional","GOL","GLO - 6712",0,0,48,0,0,0,0
"Regional","GOL","GLO - 6714",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6715",0,0,4,0,0,0,0
"Regional","GOL","GLO - 6716",0,0,30,0,0,0,0
"Regional","GOL","GLO - 6717",0,0,63,0,0,0,0
"Regional","GOL","GLO - 6718",0,0,3,0,0,0,0
"Regional","GOL","GLO - 6719",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6721",0,0,47,0,0,0,0
"Regional","GOL","GLO - 6722",0,0,57,0,0,0,0
"Regional","GOL","GLO - 6723",0,0,68,0,0,0,0
"Regional","GOL","GLO - 6724",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6725",0,0,70,0,0,0,0
"Regional","GOL","GLO - 6726",0,0,13,0,0,0,0
"Regional","GOL","GLO - 6727",0,0,35,0,0,0,0
"Regional","GOL","GLO - 6728",0,0,85,0,0,0,0
"Regional","GOL","GLO - 6729",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6730",0,0,75,0,0,0,0
"Regional","GOL","GLO - 6731",0,0,11,0,0,0,0
"Regional","GOL","GLO - 6732",0,0,133,0,0,0,0
"Regional","GOL","GLO - 6733",0,0,84,0,0,0,0
"Regional","GOL","GLO - 6734",0,0,10,0,0,0,0
"Regional","GOL","GLO - 6735",0,0,131,0,0,0,0
"Regional","GOL","GLO - 6737",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6741",0,0,2,0,0,0,0
"Regional","GOL","GLO - 6742",0,0,4,0,0,0,0
"Regional","GOL","GLO - 6743",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6744",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6746",0,0,95,0,0,0,0
"Regional","GOL","GLO - 6747",0,0,32,0,0,0,0
"Regional","GOL","GLO - 6748",0,0,68,0,0,0,0
"Regional","GOL","GLO - 6749",0,0,69,0,0,0,0
"Regional","GOL","GLO - 6750",0,0,40,0,0,0,0
"Regional","GOL","GLO - 6751",0,0,85,0,0,0,0
"Regional","GOL","GLO - 6752",0,0,66,0,0,0,0
"Regional","GOL","GLO - 6753",0,0,64,0,0,0,0
"Regional","GOL","GLO - 6754",0,0,85,0,0,0,0
"Regional","GOL","GLO - 6758",0,0,3,0,0,0,0
"Regional","GOL","GLO - 6762",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6763",0,0,4,0,0,0,0
"Regional","GOL","GLO - 6766",0,0,20,0,0,0,0
"Regional","GOL","GLO - 6770",0,0,3,0,0,0,0
"Regional","GOL","GLO - 6772",0,0,65,0,0,0,0
"Regional","GOL","GLO - 6773",0,0,10,0,0,0,0
"Regional","GOL","GLO - 6774",0,0,49,0,0,0,0
"Regional","GOL","GLO - 6775",0,0,4,0,0,0,0
"Regional","GOL","GLO - 6776",0,0,42,0,0,0,0
"Regional","GOL","GLO - 6777",0,0,23,0,0,0,0
"Regional","GOL","GLO - 6778",0,0,23,0,0,0,0
"Regional","GOL","GLO - 6779",0,0,36,0,0,0,0
"Regional","GOL","GLO - 6780",0,0,34,0,0,0,0
"Regional","GOL","GLO - 6781",0,0,3,0,0,0,0
"Regional","GOL","GLO - 6783",0,0,3,0,0,0,0
"Regional","GOL","GLO - 6786",0,0,10,0,0,0,0
"Regional","GOL","GLO - 6789",0,0,9,0,0,0,0
"Regional","GOL","GLO - 6790",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6791",0,0,3,0,0,0,0
"Regional","GOL","GLO - 6792",0,0,19,0,0,0,0
"Regional","GOL","GLO - 6793",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6794",0,0,64,0,0,0,0
"Regional","GOL","GLO - 6795",0,0,88,0,0,0,0
"Regional","GOL","GLO - 6796",0,0,23,0,0,0,0
"Regional","GOL","GLO - 6797",0,0,6,0,0,0,0
"Regional","GOL","GLO - 6798",0,0,75,0,0,0,0
"Regional","GOL","GLO - 6799",0,0,16,0,0,0,0
"Regional","GOL","GLO - 6800",0,0,69,0,0,0,0
"Regional","GOL","GLO - 6802",0,0,13,0,0,0,0
"Regional","GOL","GLO - 6803",0,0,22,0,0,0,0
"Regional","GOL","GLO - 6804",0,0,6,0,0,0,0
"Regional","GOL","GLO - 6806",0,0,7,0,0,0,0
"Regional","GOL","GLO - 6808",0,0,9,0,0,0,0
"Regional","GOL","GLO - 6809",0,0,58,0,0,0,0
"Regional","GOL","GLO - 6810",0,0,15,0,0,0,0
"Regional","GOL","GLO - 6812",0,0,21,0,0,0,0
"Regional","GOL","GLO - 6813",0,0,51,0,0,0,0
"Regional","GOL","GLO - 6814",0,0,83,0,0,0,0
"Regional","GOL","GLO - 6815",0,0,63,0,0,0,0
"Regional","GOL","GLO - 6816",0,0,65,0,0,0,0
"Regional","GOL","GLO - 6817",0,0,23,0,0,0,0
"Regional","GOL","GLO - 6818",0,0,29,0,0,0,0
"Regional","GOL","GLO - 6819",0,0,64,0,0,0,0
"Regional","GOL","GLO - 6820",0,0,63,0,0,0,0
"Regional","GOL","GLO - 6821",0,0,84,0,0,0,0
"Regional","GOL","GLO - 6822",0,0,52,0,0,0,0
"Regional","GOL","GLO - 6823",0,0,76,0,0,0,0
"Regional","GOL","GLO - 6824",0,0,45,0,0,0,0
"Regional","GOL","GLO - 6825",0,0,87,0,0,0,0
"Regional","GOL","GLO - 6826",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6828",0,0,1,0,0,0,0
"Regional","GOL","GLO - 6829",0,0,50,0,0,0,0
"Regional","GOL","GLO - 6830",0,0,2,0,0,0,0
"Regional","GOL","GLO - 6831",0,0,39,0,0,0,0
"Regional","GOL","GLO - 6832",0,0,6,0,0,0,0
"Regional","GOL","GLO - 6833",0,0,2,0,0,0,0
"Regional","GOL","GLO - 6834",0,0,32,0,0,0,0
"Regional","GOL","GLO - 6835",0,0,3,0,0,0,0
"Regional","GOL","GLO - 6836",0,0,46,0,0,0,0
"Regional","GOL","GLO - 6837",0,0,2,0,0,0,0
"Regional","GOL","GLO - 6838",0,0,7,0,0,0,0
"Regional","GOL","GLO - 6839",0,0,68,0,0,0,0
"Regional","GOL","GLO - 6842",0,0,112,0,0,0,0
"Regional","GOL","GLO - 6843",0,0,95,0,0,0,0
"Regional","GOL","GLO - 6844",0,0,50,0,0,0,0
"Regional","GOL","GLO - 6845",0,0,66,0,0,0,0
"Regional","GOL","GLO - 6846",0,0,96,0,0,0,0
"Regional","GOL","GLO - 6847",0,0,145,0,0,0,0
"Regional","GOL","GLO - 6849",0,0,90,0,0,0,0
"Regional","GOL","GLO - 6850",0,0,6,0,0,0,0
"Regional","GOL","GLO - 6851",0,0,30,0,0,0,0
"Regional","GOL","GLO - 6852",0,0,34,0,0,0,0
"Regional","GOL","GLO - 6853",0,0,33,0,0,0,0
"Regional","GOL","GLO - 6854",0,0,62,0,0,0,0
"Regional","GOL","GLO - 6855",0,0,52,0,0,0,0
"Regional","GOL","GLO - 6856",0,0,9,0,0,0,0
"Regional","GOL","GLO - 6857",0,0,57,0,0,0,0
"Regional","GOL","GLO - 6858",0,0,92,0,0,0,0
"Regional","GOL","GLO - 6859",0,0,61,0,0,0,0
"Regional","GOL","GLO - 6860",0,0,40,0,0,0,0
"Regional","GOL","GLO - 6863",0,0,72,0,0,0,0
"Regional","GOL","GLO - 6864",0,0,99,0,0,0,0
"Regional","GOL","GLO - 6865",0,0,100,0,0,0,0
"Regional","GOL","GLO - 6866",0,0,82,0,0,0,0
"Regional","GOL","GLO - 6867",0,0,58,0,0,0,0
"Regional","GOL","GLO - 6868",0,0,39,0,0,0,0
"Regional","GOL","GLO - 6869",0,0,80,0,0,0,0
"Regional","GOL","GLO - 6870",0,0,4,0,0,0,0
"Regional","GOL","GLO - 6871",0,0,37,0,0,0,0
"Regional","GOL","GLO - 6872",0,0,18,0,0,0,0
"Regional","GOL","GLO - 6878",0,0,105,0,0,0,0
"Regional","GOL","GLO - 6879",0,0,101,0,0,0,0
"Regional","GOL","GLO - 6882",0,0,111,0,0,0,0
"Regional","GOL","GLO - 6883",0,0,103,0,0,0,0
"Regional","GOL","GLO - 6884",0,0,15,0,0,0,0
"Regional","GOL","GLO - 6887",0,0,144,0,0,0,0
"Regional","GOL","GLO - 6888",0,0,153,0,0,0,0
"Regional","GOL","GLO - 6896",0,0,55,0,0,0,0
"Regional","GOL","GLO - 6899",0,0,2,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5900",0,0,24,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5901",0,0,24,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5902",0,0,18,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5903",0,0,12,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5904",0,0,50,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5905",0,0,35,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5906",0,0,18,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5907",0,0,9,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5908",0,0,65,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5909",0,0,62,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5910",0,0,347,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5911",0,0,293,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5912",0,0,1953,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5913",0,0,1966,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5914",0,0,188,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5915",0,0,170,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5916",0,0,948,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5917",0,0,905,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5918",0,0,125,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5919",0,0,68,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5920",0,0,84,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5921",0,0,79,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5922",0,0,76,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5923",0,0,12,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5924",0,0,124,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5925",0,0,51,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5926",0,0,24,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5927",0,0,24,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5930",0,0,96,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5931",0,0,16,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5932",0,0,3,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5934",0,0,141,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5935",0,0,139,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5936",0,0,108,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5937",0,0,101,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5938",0,0,214,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5940",0,0,232,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5942",0,0,170,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5943",0,0,110,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5944",0,0,79,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5945",0,0,73,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5946",0,0,210,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5947",0,0,210,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5948",0,0,86,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5949",0,0,78,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5950",0,0,78,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5951",0,0,69,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5952",0,0,330,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5953",0,0,315,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5954",0,0,137,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5955",0,0,120,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5956",0,0,56,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5957",0,0,56,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5958",0,0,49,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5959",0,0,38,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5960",0,0,34,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5961",0,0,34,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5962",0,0,35,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5963",0,0,25,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5964",1.26,1.6,107,2,0.02,2,0.02
"Regional","MAP LINHAS AEREAS","PAM - 5965",1.16,1.2,125,2,0.02,2,0.02
"Regional","MAP LINHAS AEREAS","PAM - 5966",0,0,35,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5967",0,0,35,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5968",0,0,4,0,0,0,0
"Regional","MAP LINHAS AEREAS","PAM - 5969",0,0,4,0,0,0,0
"Regional","PASSAREDO","PTB - 2200",17.01,18.48,685,165,0.24,132,0.19
"Regional","PASSAREDO","PTB - 2201",35.96,38.83,683,201,0.29,168,0.25
"Regional","PASSAREDO","PTB - 2204",19.42,21.83,164,56,0.34,51,0.31
"Regional","PASSAREDO","PTB - 2205",2.18,2.21,158,3,0.02,3,0.02
"Regional","PASSAREDO","PTB - 2217",-5.5,-8.5,2,0,0,0,0
"Regional","PASSAREDO","PTB - 2218",14.4,21.03,531,251,0.47,123,0.23
"Regional","PASSAREDO","PTB - 2219",31.15,31.42,832,294,0.35,272,0.33
"Regional","PASSAREDO","PTB - 2220",14.2,58.29,308,94,0.31,78,0.25
"Regional","PASSAREDO","PTB - 2221",20.66,9.26,666,214,0.32,67,0.1
"Regional","PASSAREDO","PTB - 2222",9.47,14.91,672,270,0.4,146,0.22
"Regional","PASSAREDO","PTB - 2223",10.91,12.26,1034,251,0.24,193,0.19
"Regional","PASSAREDO","PTB - 2224",-27.47,-14,1023,672,0.66,521,0.51
"Regional","PASSAREDO","PTB - 2226",6.9,10.81,58,11,0.19,5,0.09
"Regional","PASSAREDO","PTB - 2227",13.76,37.36,58,43,0.74,11,0.19
"Regional","PASSAREDO","PTB - 2228",39.43,7,412,275,0.67,269,0.65
"Regional","PASSAREDO","PTB - 2229",1.8,1.99,413,12,0.03,11,0.03
"Regional","PASSAREDO","PTB - 2230",-5,1.06,2649,759,0.29,511,0.19
"Regional","PASSAREDO","PTB - 2231",16.19,12.57,2465,995,0.4,814,0.33
"Regional","PASSAREDO","PTB - 2232",7.64,8.13,193,26,0.13,20,0.1
"Regional","PASSAREDO","PTB - 2233",2.22,2.07,365,100,0.27,99,0.27
"Regional","PASSAREDO","PTB - 2234",3.22,18.51,811,255,0.31,246,0.3
"Regional","PASSAREDO","PTB - 2235",4.6,13.07,605,266,0.44,244,0.4
"Regional","PASSAREDO","PTB - 2236",0,0,15,0,0,0,0
"Regional","PASSAREDO","PTB - 2237",0,0,15,0,0,0,0
"Regional","PASSAREDO","PTB - 2238",0,0,15,0,0,0,0
"Regional","PASSAREDO","PTB - 2239",0,0,15,0,0,0,0
"Regional","PASSAREDO","PTB - 2240",0.71,0.41,116,2,0.02,3,0.03
"Regional","PASSAREDO","PTB - 2241",11.95,12.68,305,49,0.16,45,0.15
"Regional","PASSAREDO","PTB - 2242",13.46,12.54,411,71,0.17,78,0.19
"Regional","PASSAREDO","PTB - 2243",4.92,4.96,229,17,0.07,17,0.07
"Regional","PASSAREDO","PTB - 2244",5.48,4.81,227,16,0.07,21,0.09
"Regional","PASSAREDO","PTB - 2245",4.59,5.17,418,43,0.1,40,0.1
"Regional","PASSAREDO","PTB - 2246",5.6,5.11,317,32,0.1,32,0.1
"Regional","PASSAREDO","PTB - 2247",7.45,9.34,121,18,0.15,12,0.1
"Regional","PASSAREDO","PTB - 2248",6.78,5.96,55,7,0.13,7,0.13
"Regional","PASSAREDO","PTB - 2249",8.36,10.47,53,14,0.26,10,0.19
"Regional","PASSAREDO","PTB - 2250",26.09,28.73,11,3,0.27,2,0.18
"Regional","PASSAREDO","PTB - 2251",15.67,15.86,21,4,0.19,3,0.14
"Regional","PASSAREDO","PTB - 2252",17.27,17.37,660,196,0.3,193,0.29
"Regional","PASSAREDO","PTB - 2253",6.05,7.48,724,114,0.16,80,0.11
"Regional","PASSAREDO","PTB - 2254",2.69,3.41,1149,92,0.08,69,0.06
"Regional","PASSAREDO","PTB - 2255",32.05,37.01,1795,671,0.37,476,0.27
"Regional","PASSAREDO","PTB - 2256",-29.93,-7.77,1796,576,0.32,419,0.23
"Regional","PASSAREDO","PTB - 2257",-1.73,-0.53,1153,494,0.43,466,0.4
"Regional","PASSAREDO","PTB - 2258",-16.27,-15.68,564,118,0.21,105,0.19
"Regional","PASSAREDO","PTB - 2259",5.14,-18.61,466,118,0.25,66,0.14
"Regional","PASSAREDO","PTB - 2260",-7,13.16,1444,588,0.41,477,0.33
