"Flight.Type","Airline","Flight.No","AverageDepartureDelay","AverageArrivalDelay","TotalFlight","ArrivalDelayedFlight","ArrivalPercDelay","DepartureDelayedFlight","DeparturePercDelay"
"Regional","GOL","GLO - 1760",0,0,14,0,0,0,0
"Regional","GOL","GLO - 1761",0,0,44,0,0,0,0
"Regional","GOL","GLO - 1762",0,0,12,0,0,0,0
"Regional","GOL","GLO - 1766",0,0,2,0,0,0,0
"Regional","GOL","GLO - 1767",0,0,18,0,0,0,0
"Regional","GOL","GLO - 1768",0,0,2,0,0,0,0
"Regional","GOL","GLO - 1771",0,0,93,0,0,0,0
"Regional","GOL","GLO - 1772",0,0,65,0,0,0,0
"Regional","GOL","GLO - 1775",0,0,61,0,0,0,0
"Regional","GOL","GLO - 1776",0,0,60,0,0,0,0
"Regional","GOL","GLO - 1777",0,0,2,0,0,0,0
"Regional","GOL","GLO - 1778",0,0,3,0,0,0,0
"Regional","GOL","GLO - 1780",0,0,11,0,0,0,0
"Regional","GOL","GLO - 1784",0,0,30,0,0,0,0
"Regional","GOL","GLO - 1785",0,0,36,0,0,0,0
"Regional","GOL","GLO - 1786",0,0,25,0,0,0,0
"Regional","GOL","GLO - 1787",0,0,22,0,0,0,0
"Regional","GOL","GLO - 1788",0,0,105,0,0,0,0
"Regional","GOL","GLO - 1789",0,0,68,0,0,0,0
"Regional","GOL","GLO - 1790",0,0,14,0,0,0,0
"Regional","GOL","GLO - 1791",0,0,7,0,0,0,0
"Regional","GOL","GLO - 1794",0,0,10,0,0,0,0
"Regional","GOL","GLO - 1795",0,0,8,0,0,0,0
"Regional","GOL","GLO - 1796",0,0,2,0,0,0,0
"Regional","GOL","GLO - 1797",0,0,2,0,0,0,0
"Regional","GOL","GLO - 1798",0,0,140,0,0,0,0
"Regional","GOL","GLO - 1799",0,0,139,0,0,0,0
"Regional","GOL","GLO - 1801",0,0,2,0,0,0,0
"Regional","GOL","GLO - 1805",0,0,23,0,0,0,0
"Regional","GOL","GLO - 1806",0,0,20,0,0,0,0
"Regional","GOL","GLO - 1807",0,0,23,0,0,0,0
"Regional","GOL","GLO - 1808",0,0,22,0,0,0,0
"Regional","GOL","GLO - 1809",0,0,21,0,0,0,0
"Regional","GOL","GLO - 1812",0,0,13,0,0,0,0
"Regional","GOL","GLO - 1813",0,0,5,0,0,0,0
"Regional","GOL","GLO - 1817",0,0,6,0,0,0,0
"Regional","GOL","GLO - 1818",0,0,3,0,0,0,0
"Regional","GOL","GLO - 1820",0,0,2,0,0,0,0
"Regional","GOL","GLO - 1821",0,0,24,0,0,0,0
"Regional","GOL","GLO - 1822",0,0,22,0,0,0,0
"Regional","GOL","GLO - 1823",0,0,22,0,0,0,0
"Regional","GOL","GLO - 1824",0,0,60,0,0,0,0
"Regional","GOL","GLO - 1826",0,0,301,0,0,0,0
"Regional","GOL","GLO - 1827",0,0,299,0,0,0,0
"Regional","GOL","GLO - 1828",0,0,5,0,0,0,0
"Regional","GOL","GLO - 1829",0,0,52,0,0,0,0
"Regional","GOL","GLO - 1832",0,0,43,0,0,0,0
"Regional","GOL","GLO - 1841",0,0,30,0,0,0,0
"Regional","GOL","GLO - 1842",0,0,16,0,0,0,0
"Regional","GOL","GLO - 1846",0,0,104,0,0,0,0
"Regional","GOL","GLO - 1847",0,0,104,0,0,0,0
"Regional","GOL","GLO - 1848",0,0,8,0,0,0,0
"Regional","GOL","GLO - 1849",0,0,8,0,0,0,0
"Regional","GOL","GLO - 1850",0,0,101,0,0,0,0
"Regional","GOL","GLO - 1851",0,0,135,0,0,0,0
"Regional","GOL","GLO - 1852",0,0,33,0,0,0,0
"Regional","GOL","GLO - 1854",0,0,152,0,0,0,0
"Regional","GOL","GLO - 1856",0,0,11,0,0,0,0
"Regional","GOL","GLO - 1858",0,0,1,0,0,0,0
"Regional","GOL","GLO - 1860",0,0,420,0,0,0,0
"Regional","GOL","GLO - 1861",0,0,444,0,0,0,0
"Regional","GOL","GLO - 1864",0,0,13,0,0,0,0
"Regional","GOL","GLO - 1865",0,0,13,0,0,0,0
"Regional","GOL","GLO - 1866",0,0,13,0,0,0,0
"Regional","GOL","GLO - 1868",0,0,17,0,0,0,0
"Regional","GOL","GLO - 1869",0,0,5,0,0,0,0
"Regional","GOL","GLO - 1870",0,0,90,0,0,0,0
"Regional","GOL","GLO - 1871",0,0,1,0,0,0,0
"Regional","GOL","GLO - 1872",0,0,102,0,0,0,0
"Regional","GOL","GLO - 1874",0,0,34,0,0,0,0
"Regional","GOL","GLO - 1875",0,0,10,0,0,0,0
"Regional","GOL","GLO - 1876",0,0,22,0,0,0,0
"Regional","GOL","GLO - 1877",0,0,60,0,0,0,0
"Regional","GOL","GLO - 1878",0,0,56,0,0,0,0
"Regional","GOL","GLO - 1886",0,0,4,0,0,0,0
"Regional","GOL","GLO - 1887",0,0,5,0,0,0,0
"Regional","GOL","GLO - 1888",0,0,114,0,0,0,0
"Regional","GOL","GLO - 1889",0,0,127,0,0,0,0
"Regional","GOL","GLO - 1891",0,0,13,0,0,0,0
"Regional","GOL","GLO - 1892",0,0,8,0,0,0,0
"Regional","GOL","GLO - 1894",0,0,127,0,0,0,0
"Regional","GOL","GLO - 1895",0,0,109,0,0,0,0
"Regional","GOL","GLO - 1897",0,0,54,0,0,0,0
"Regional","GOL","GLO - 1898",0,0,1,0,0,0,0
"Regional","GOL","GLO - 1899",0,0,5,0,0,0,0
"Regional","GOL","GLO - 1900",0,0,38,0,0,0,0
"Regional","GOL","GLO - 1901",0,0,26,0,0,0,0
"Regional","GOL","GLO - 1909",0,0,48,0,0,0,0
"Regional","GOL","GLO - 1911",0,0,5,0,0,0,0
"Regional","GOL","GLO - 1912",0,0,16,0,0,0,0
"Regional","GOL","GLO - 1913",0,0,32,0,0,0,0
"Regional","GOL","GLO - 1914",0,0,116,0,0,0,0
"Regional","GOL","GLO - 1915",0,0,53,0,0,0,0
"Regional","GOL","GLO - 1916",0,0,12,0,0,0,0
"Regional","GOL","GLO - 1918",0,0,26,0,0,0,0
"Regional","GOL","GLO - 1919",0,0,5,0,0,0,0
"Regional","GOL","GLO - 1920",0,0,96,0,0,0,0
"Regional","GOL","GLO - 1921",0,0,38,0,0,0,0
"Regional","GOL","GLO - 1922",0,0,33,0,0,0,0
"Regional","GOL","GLO - 1923",0,0,54,0,0,0,0
"Regional","GOL","GLO - 1925",0,0,2,0,0,0,0
"Regional","GOL","GLO - 1926",0,0,34,0,0,0,0
"Regional","GOL","GLO - 1927",0,0,32,0,0,0,0
"Regional","GOL","GLO - 1928",0,0,1,0,0,0,0
"Regional","GOL","GLO - 1929",0,0,74,0,0,0,0
"Regional","GOL","GLO - 1930",0,0,30,0,0,0,0
"Regional","GOL","GLO - 1932",0,0,40,0,0,0,0
"Regional","GOL","GLO - 1934",0,0,32,0,0,0,0
"Regional","GOL","GLO - 1935",0,0,8,0,0,0,0
"Regional","GOL","GLO - 1939",0,0,32,0,0,0,0
"Regional","GOL","GLO - 1940",0,0,52,0,0,0,0
"Regional","GOL","GLO - 1941",0,0,32,0,0,0,0
"Regional","GOL","GLO - 1944",0,0,41,0,0,0,0
"Regional","GOL","GLO - 1945",0,0,23,0,0,0,0
"Regional","GOL","GLO - 1947",0,0,1,0,0,0,0
"Regional","GOL","GLO - 1949",0,0,23,0,0,0,0
"Regional","GOL","GLO - 1950",0,0,10,0,0,0,0
"Regional","GOL","GLO - 1951",0,0,20,0,0,0,0
"Regional","GOL","GLO - 1952",0,0,19,0,0,0,0
"Regional","GOL","GLO - 1960",0,0,28,0,0,0,0
"Regional","GOL","GLO - 1961",0,0,30,0,0,0,0
"Regional","GOL","GLO - 1964",0,0,69,0,0,0,0
"Regional","GOL","GLO - 1965",0,0,99,0,0,0,0
"Regional","GOL","GLO - 1971",0,0,27,0,0,0,0
"Regional","GOL","GLO - 1975",0,0,7,0,0,0,0
"Regional","GOL","GLO - 1990",0,0,159,0,0,0,0
"Regional","GOL","GLO - 1991",0,0,158,0,0,0,0
"Regional","GOL","GLO - 1994",0,0,3,0,0,0,0
"Regional","GOL","GLO - 1995",0,0,59,0,0,0,0
"Regional","GOL","GLO - 2004",0,0,36,0,0,0,0
"Regional","GOL","GLO - 2005",0,0,191,0,0,0,0
"Regional","GOL","GLO - 2006",0,0,31,0,0,0,0
"Regional","GOL","GLO - 2012",0,0,12,0,0,0,0
"Regional","GOL","GLO - 2013",0,0,1,0,0,0,0
"Regional","GOL","GLO - 2015",0,0,35,0,0,0,0
"Regional","GOL","GLO - 2016",0,0,16,0,0,0,0
"Regional","GOL","GLO - 2017",0,0,15,0,0,0,0
"Regional","GOL","GLO - 2019",0,0,34,0,0,0,0
"Regional","GOL","GLO - 2020",0,0,223,0,0,0,0
"Regional","GOL","GLO - 2021",0,0,279,0,0,0,0
"Regional","GOL","GLO - 2023",0,0,45,0,0,0,0
"Regional","GOL","GLO - 2033",0,0,44,0,0,0,0
"Regional","GOL","GLO - 2034",0,0,268,0,0,0,0
"Regional","GOL","GLO - 2035",0,0,1,0,0,0,0
"Regional","GOL","GLO - 2036",0,0,5,0,0,0,0
"Regional","GOL","GLO - 2037",0,0,3,0,0,0,0
"Regional","GOL","GLO - 2038",0,0,50,0,0,0,0
"Regional","GOL","GLO - 2039",0,0,87,0,0,0,0
"Regional","GOL","GLO - 2040",0,0,66,0,0,0,0
"Regional","GOL","GLO - 2041",0,0,11,0,0,0,0
"Regional","GOL","GLO - 2042",0,0,7,0,0,0,0
"Regional","GOL","GLO - 2043",0,0,187,0,0,0,0
"Regional","GOL","GLO - 2045",0,0,3,0,0,0,0
"Regional","GOL","GLO - 2046",0,0,7,0,0,0,0
"Regional","GOL","GLO - 2049",0,0,67,0,0,0,0
"Regional","GOL","GLO - 2051",0,0,86,0,0,0,0
"Regional","GOL","GLO - 2052",0,0,59,0,0,0,0
"Regional","GOL","GLO - 2053",0,0,5,0,0,0,0
"Regional","GOL","GLO - 2054",0,0,84,0,0,0,0
"Regional","GOL","GLO - 2055",0,0,140,0,0,0,0
"Regional","GOL","GLO - 2056",0,0,72,0,0,0,0
"Regional","GOL","GLO - 2057",0,0,152,0,0,0,0
"Regional","GOL","GLO - 2058",0,0,17,0,0,0,0
"Regional","GOL","GLO - 2059",0,0,82,0,0,0,0
"Regional","GOL","GLO - 2060",0,0,147,0,0,0,0
"Regional","GOL","GLO - 2061",0,0,127,0,0,0,0
"Regional","GOL","GLO - 2062",0,0,62,0,0,0,0
"Regional","GOL","GLO - 2064",0,0,82,0,0,0,0
"Regional","GOL","GLO - 2065",0,0,84,0,0,0,0
"Regional","GOL","GLO - 2066",0,0,131,0,0,0,0
"Regional","GOL","GLO - 2067",0,0,91,0,0,0,0
"Regional","GOL","GLO - 2068",0,0,154,0,0,0,0
"Regional","GOL","GLO - 2069",0,0,21,0,0,0,0
"Regional","GOL","GLO - 2071",0,0,184,0,0,0,0
"Regional","GOL","GLO - 2072",0,0,7,0,0,0,0
"Regional","GOL","GLO - 2079",0,0,7,0,0,0,0
"Regional","GOL","GLO - 2088",0,0,145,0,0,0,0
"Regional","GOL","GLO - 2089",0,0,61,0,0,0,0
"Regional","GOL","GLO - 2090",0,0,48,0,0,0,0
"Regional","GOL","GLO - 2091",0,0,63,0,0,0,0
"Regional","GOL","GLO - 2092",0,0,128,0,0,0,0
"Regional","GOL","GLO - 2093",0,0,113,0,0,0,0
"Regional","GOL","GLO - 2096",0,0,6,0,0,0,0
"Regional","GOL","GLO - 2097",0,0,6,0,0,0,0
"Regional","GOL","GLO - 2100",0,0,24,0,0,0,0
"Regional","GOL","GLO - 2101",0,0,23,0,0,0,0
"Regional","GOL","GLO - 2102",0,0,368,0,0,0,0
"Regional","GOL","GLO - 2103",0,0,321,0,0,0,0
"Regional","GOL","GLO - 2104",0,0,145,0,0,0,0
"Regional","GOL","GLO - 2107",0,0,1,0,0,0,0
"Regional","GOL","GLO - 2108",0,0,1,0,0,0,0
"Regional","GOL","GLO - 2109",0,0,47,0,0,0,0
"Regional","GOL","GLO - 2110",0,0,3,0,0,0,0
"Regional","GOL","GLO - 2111",0,0,12,0,0,0,0
"Regional","GOL","GLO - 2112",0,0,50,0,0,0,0
"Regional","GOL","GLO - 2113",0,0,95,0,0,0,0
"Regional","GOL","GLO - 2114",0,0,79,0,0,0,0
"Regional","GOL","GLO - 2115",0,0,56,0,0,0,0
"Regional","GOL","GLO - 2116",0,0,2,0,0,0,0
"Regional","GOL","GLO - 2117",0,0,6,0,0,0,0
"Regional","GOL","GLO - 2118",0,0,19,0,0,0,0
"Regional","GOL","GLO - 2119",0,0,80,0,0,0,0
"Regional","GOL","GLO - 2120",0,0,73,0,0,0,0
"Regional","GOL","GLO - 2121",0,0,86,0,0,0,0
"Regional","GOL","GLO - 2124",0,0,16,0,0,0,0
"Regional","GOL","GLO - 2127",0,0,33,0,0,0,0
"Regional","GOL","GLO - 2128",0,0,8,0,0,0,0
"Regional","GOL","GLO - 2129",0,0,2,0,0,0,0
"Regional","GOL","GLO - 2130",0,0,5,0,0,0,0
"Regional","GOL","GLO - 2131",0,0,16,0,0,0,0
"Regional","GOL","GLO - 2133",0,0,151,0,0,0,0
"Regional","GOL","GLO - 2135",0,0,7,0,0,0,0
"Regional","GOL","GLO - 2137",0,0,4,0,0,0,0
"Regional","GOL","GLO - 2138",0,0,4,0,0,0,0
"Regional","GOL","GLO - 2140",0,0,129,0,0,0,0
"Regional","GOL","GLO - 2141",0,0,102,0,0,0,0
"Regional","GOL","GLO - 2142",0,0,20,0,0,0,0
"Regional","GOL","GLO - 2143",0,0,44,0,0,0,0
"Regional","GOL","GLO - 2144",0,0,116,0,0,0,0
"Regional","GOL","GLO - 2145",0,0,82,0,0,0,0
"Regional","GOL","GLO - 2146",0,0,88,0,0,0,0
"Regional","GOL","GLO - 2147",0,0,89,0,0,0,0
"Regional","GOL","GLO - 2160",0,0,170,0,0,0,0
"Regional","GOL","GLO - 2161",0,0,172,0,0,0,0
"Regional","GOL","GLO - 2163",0,0,12,0,0,0,0
"Regional","GOL","GLO - 2165",0,0,3,0,0,0,0
"Regional","GOL","GLO - 2166",0,0,7,0,0,0,0
"Regional","GOL","GLO - 2167",0,0,12,0,0,0,0
"Regional","GOL","GLO - 2168",0,0,2,0,0,0,0
"Regional","GOL","GLO - 2169",0,0,7,0,0,0,0
"Regional","GOL","GLO - 2170",0,0,8,0,0,0,0
"Regional","GOL","GLO - 2171",0,0,249,0,0,0,0
"Regional","GOL","GLO - 2172",0,0,256,0,0,0,0
"Regional","GOL","GLO - 2173",0,0,235,0,0,0,0
"Regional","GOL","GLO - 2180",0,0,23,0,0,0,0
"Regional","GOL","GLO - 2181",0,0,22,0,0,0,0
"Regional","GOL","GLO - 2182",0,0,1,0,0,0,0
"Regional","GOL","GLO - 2183",0,0,19,0,0,0,0
"Regional","GOL","GLO - 2189",0,0,20,0,0,0,0
"Regional","GOL","GLO - 2190",0,0,82,0,0,0,0
"Regional","GOL","GLO - 2191",0,0,78,0,0,0,0
"Regional","GOL","GLO - 2192",0,0,49,0,0,0,0
"Regional","GOL","GLO - 2193",0,0,42,0,0,0,0
"Regional","GOL","GLO - 2194",0,0,87,0,0,0,0
"Regional","GOL","GLO - 2195",0,0,100,0,0,0,0
"Regional","GOL","GLO - 2198",0,0,24,0,0,0,0
"Regional","GOL","GLO - 4800",0,0,4,0,0,0,0
"Regional","GOL","GLO - 4801",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4802",0,0,4,0,0,0,0
"Regional","GOL","GLO - 4803",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4804",0,0,4,0,0,0,0
"Regional","GOL","GLO - 4805",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4808",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4810",0,0,42,0,0,0,0
"Regional","GOL","GLO - 4811",0,0,22,0,0,0,0
"Regional","GOL","GLO - 4812",0,0,39,0,0,0,0
"Regional","GOL","GLO - 4813",0,0,2,0,0,0,0
"Regional","GOL","GLO - 4815",0,0,45,0,0,0,0
"Regional","GOL","GLO - 4817",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4818",0,0,34,0,0,0,0
"Regional","GOL","GLO - 4822",0,0,2,0,0,0,0
"Regional","GOL","GLO - 4823",0,0,2,0,0,0,0
"Regional","GOL","GLO - 4830",0,0,10,0,0,0,0
"Regional","GOL","GLO - 4831",0,0,6,0,0,0,0
"Regional","GOL","GLO - 4834",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4835",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4836",0,0,28,0,0,0,0
"Regional","GOL","GLO - 4842",0,0,2,0,0,0,0
"Regional","GOL","GLO - 4844",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4845",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4848",0,0,2,0,0,0,0
"Regional","GOL","GLO - 4849",0,0,44,0,0,0,0
"Regional","GOL","GLO - 4850",0,0,8,0,0,0,0
"Regional","GOL","GLO - 4851",0,0,8,0,0,0,0
"Regional","GOL","GLO - 4853",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4854",0,0,4,0,0,0,0
"Regional","GOL","GLO - 4855",0,0,3,0,0,0,0
"Regional","GOL","GLO - 4856",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4858",0,0,6,0,0,0,0
"Regional","GOL","GLO - 4859",0,0,7,0,0,0,0
"Regional","GOL","GLO - 4870",0,0,13,0,0,0,0
"Regional","GOL","GLO - 4871",0,0,11,0,0,0,0
"Regional","GOL","GLO - 4873",0,0,9,0,0,0,0
"Regional","GOL","GLO - 4874",0,0,6,0,0,0,0
"Regional","GOL","GLO - 4877",0,0,15,0,0,0,0
"Regional","GOL","GLO - 4879",0,0,4,0,0,0,0
"Regional","GOL","GLO - 4882",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4884",0,0,109,0,0,0,0
"Regional","GOL","GLO - 4886",0,0,62,0,0,0,0
"Regional","GOL","GLO - 4887",0,0,57,0,0,0,0
"Regional","GOL","GLO - 4888",0,0,28,0,0,0,0
"Regional","GOL","GLO - 4889",0,0,10,0,0,0,0
"Regional","GOL","GLO - 4890",0,0,32,0,0,0,0
"Regional","GOL","GLO - 4891",0,0,33,0,0,0,0
"Regional","GOL","GLO - 4892",0,0,64,0,0,0,0
"Regional","GOL","GLO - 4893",0,0,64,0,0,0,0
"Regional","GOL","GLO - 4894",0,0,6,0,0,0,0
"Regional","GOL","GLO - 4895",0,0,4,0,0,0,0
"Regional","GOL","GLO - 4896",0,0,45,0,0,0,0
"Regional","GOL","GLO - 4897",0,0,45,0,0,0,0
"Regional","GOL","GLO - 4898",0,0,5,0,0,0,0
"Regional","GOL","GLO - 4899",0,0,95,0,0,0,0
"Regional","GOL","GLO - 4905",0,0,52,0,0,0,0
"Regional","GOL","GLO - 4909",0,0,30,0,0,0,0
"Regional","GOL","GLO - 4917",0,0,75,0,0,0,0
"Regional","GOL","GLO - 4920",0,0,1,0,0,0,0
"Regional","GOL","GLO - 4922",0,0,76,0,0,0,0
"Regional","GOL","GLO - 4923",0,0,3,0,0,0,0
"Regional","GOL","GLO - 4924",0,0,26,0,0,0,0
"Regional","GOL","GLO - 4926",0,0,81,0,0,0,0
"Regional","GOL","GLO - 4927",0,0,15,0,0,0,0
"Regional","GOL","GLO - 4928",0,0,68,0,0,0,0
"Regional","GOL","GLO - 4929",0,0,75,0,0,0,0
"Regional","GOL","GLO - 4930",0,0,31,0,0,0,0
"Regional","GOL","GLO - 4931",0,0,17,0,0,0,0
"Regional","GOL","GLO - 4936",0,0,3,0,0,0,0
"Regional","GOL","GLO - 4939",0,0,20,0,0,0,0
"Regional","GOL","GLO - 5301",0,0,4,0,0,0,0
"Regional","GOL","GLO - 5302",0,0,4,0,0,0,0
"Regional","GOL","GLO - 5304",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5305",0,0,22,0,0,0,0
"Regional","GOL","GLO - 5306",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5307",0,0,257,0,0,0,0
"Regional","GOL","GLO - 5308",0,0,15,0,0,0,0
"Regional","GOL","GLO - 5309",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5310",0,0,43,0,0,0,0
"Regional","GOL","GLO - 5311",0,0,23,0,0,0,0
"Regional","GOL","GLO - 5312",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5313",0,0,65,0,0,0,0
"Regional","GOL","GLO - 5315",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5317",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5318",0,0,14,0,0,0,0
"Regional","GOL","GLO - 5320",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5322",0,0,30,0,0,0,0
"Regional","GOL","GLO - 5323",0,0,14,0,0,0,0
"Regional","GOL","GLO - 5326",0,0,6,0,0,0,0
"Regional","GOL","GLO - 5329",0,0,3,0,0,0,0
"Regional","GOL","GLO - 5330",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5331",0,0,81,0,0,0,0
"Regional","GOL","GLO - 5333",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5338",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5339",0,0,13,0,0,0,0
"Regional","GOL","GLO - 5340",0,0,11,0,0,0,0
"Regional","GOL","GLO - 5343",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5344",0,0,228,0,0,0,0
"Regional","GOL","GLO - 5349",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5350",0,0,44,0,0,0,0
"Regional","GOL","GLO - 5351",0,0,39,0,0,0,0
"Regional","GOL","GLO - 5352",0,0,7,0,0,0,0
"Regional","GOL","GLO - 5353",0,0,10,0,0,0,0
"Regional","GOL","GLO - 5354",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5355",0,0,265,0,0,0,0
"Regional","GOL","GLO - 5356",0,0,6,0,0,0,0
"Regional","GOL","GLO - 5358",0,0,10,0,0,0,0
"Regional","GOL","GLO - 5359",0,0,22,0,0,0,0
"Regional","GOL","GLO - 5361",0,0,38,0,0,0,0
"Regional","GOL","GLO - 5366",0,0,54,0,0,0,0
"Regional","GOL","GLO - 5368",0,0,40,0,0,0,0
"Regional","GOL","GLO - 5370",0,0,8,0,0,0,0
"Regional","GOL","GLO - 5371",0,0,12,0,0,0,0
"Regional","GOL","GLO - 5372",0,0,15,0,0,0,0
"Regional","GOL","GLO - 5376",0,0,35,0,0,0,0
"Regional","GOL","GLO - 5379",0,0,9,0,0,0,0
"Regional","GOL","GLO - 5380",0,0,13,0,0,0,0
"Regional","GOL","GLO - 5381",0,0,29,0,0,0,0
"Regional","GOL","GLO - 5382",0,0,13,0,0,0,0
"Regional","GOL","GLO - 5390",0,0,45,0,0,0,0
"Regional","GOL","GLO - 5395",0,0,2,0,0,0,0
"Regional","GOL","GLO - 5402",0,0,87,0,0,0,0
"Regional","GOL","GLO - 5403",0,0,44,0,0,0,0
"Regional","GOL","GLO - 5405",0,0,9,0,0,0,0
"Regional","GOL","GLO - 5407",0,0,43,0,0,0,0
"Regional","GOL","GLO - 5409",0,0,6,0,0,0,0
"Regional","GOL","GLO - 5410",0,0,17,0,0,0,0
"Regional","GOL","GLO - 5412",0,0,47,0,0,0,0
"Regional","GOL","GLO - 5413",0,0,41,0,0,0,0
"Regional","GOL","GLO - 5414",0,0,17,0,0,0,0
"Regional","GOL","GLO - 5415",0,0,54,0,0,0,0
"Regional","GOL","GLO - 5418",0,0,17,0,0,0,0
"Regional","GOL","GLO - 5419",0,0,60,0,0,0,0
"Regional","GOL","GLO - 5422",0,0,10,0,0,0,0
"Regional","GOL","GLO - 5424",0,0,49,0,0,0,0
"Regional","GOL","GLO - 5426",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5427",0,0,75,0,0,0,0
"Regional","GOL","GLO - 5428",0,0,88,0,0,0,0
"Regional","GOL","GLO - 5429",0,0,12,0,0,0,0
"Regional","GOL","GLO - 5431",0,0,95,0,0,0,0
"Regional","GOL","GLO - 5433",0,0,8,0,0,0,0
"Regional","GOL","GLO - 5434",0,0,3,0,0,0,0
"Regional","GOL","GLO - 5436",0,0,87,0,0,0,0
"Regional","GOL","GLO - 5438",0,0,15,0,0,0,0
"Regional","GOL","GLO - 5439",0,0,10,0,0,0,0
"Regional","GOL","GLO - 5440",0,0,27,0,0,0,0
"Regional","GOL","GLO - 5441",0,0,77,0,0,0,0
"Regional","GOL","GLO - 5443",0,0,72,0,0,0,0
"Regional","GOL","GLO - 5444",0,0,78,0,0,0,0
"Regional","GOL","GLO - 5445",0,0,12,0,0,0,0
"Regional","GOL","GLO - 5446",0,0,116,0,0,0,0
"Regional","GOL","GLO - 5447",0,0,68,0,0,0,0
"Regional","GOL","GLO - 5449",0,0,10,0,0,0,0
"Regional","GOL","GLO - 5450",0,0,87,0,0,0,0
"Regional","GOL","GLO - 5452",0,0,47,0,0,0,0
"Regional","GOL","GLO - 5453",0,0,57,0,0,0,0
"Regional","GOL","GLO - 5454",0,0,65,0,0,0,0
"Regional","GOL","GLO - 5455",0,0,75,0,0,0,0
"Regional","GOL","GLO - 5457",0,0,24,0,0,0,0
"Regional","GOL","GLO - 5458",0,0,41,0,0,0,0
"Regional","GOL","GLO - 5459",0,0,107,0,0,0,0
"Regional","GOL","GLO - 5460",0,0,54,0,0,0,0
"Regional","GOL","GLO - 5461",0,0,54,0,0,0,0
"Regional","GOL","GLO - 5462",0,0,95,0,0,0,0
"Regional","GOL","GLO - 5463",0,0,52,0,0,0,0
"Regional","GOL","GLO - 5464",0,0,83,0,0,0,0
"Regional","GOL","GLO - 5465",0,0,28,0,0,0,0
"Regional","GOL","GLO - 5466",0,0,74,0,0,0,0
"Regional","GOL","GLO - 5467",0,0,82,0,0,0,0
"Regional","GOL","GLO - 5468",0,0,86,0,0,0,0
"Regional","GOL","GLO - 5469",0,0,120,0,0,0,0
"Regional","GOL","GLO - 5470",0,0,65,0,0,0,0
"Regional","GOL","GLO - 5471",0,0,66,0,0,0,0
"Regional","GOL","GLO - 5472",0,0,106,0,0,0,0
"Regional","GOL","GLO - 5473",0,0,52,0,0,0,0
"Regional","GOL","GLO - 5474",0,0,29,0,0,0,0
"Regional","GOL","GLO - 5475",0,0,73,0,0,0,0
"Regional","GOL","GLO - 5476",0,0,96,0,0,0,0
"Regional","GOL","GLO - 5477",0,0,68,0,0,0,0
"Regional","GOL","GLO - 5478",0,0,76,0,0,0,0
"Regional","GOL","GLO - 5479",0,0,25,0,0,0,0
"Regional","GOL","GLO - 5481",0,0,43,0,0,0,0
"Regional","GOL","GLO - 5482",0,0,71,0,0,0,0
"Regional","GOL","GLO - 5483",0,0,114,0,0,0,0
"Regional","GOL","GLO - 5484",0,0,59,0,0,0,0
"Regional","GOL","GLO - 5485",0,0,66,0,0,0,0
"Regional","GOL","GLO - 5486",0,0,1,0,0,0,0
"Regional","GOL","GLO - 5487",0,0,75,0,0,0,0
"Regional","GOL","GLO - 5489",0,0,46,0,0,0,0
"Regional","GOL","GLO - 5490",0,0,130,0,0,0,0
"Regional","GOL","GLO - 5491",0,0,77,0,0,0,0
"Regional","GOL","GLO - 5492",0,0,7,0,0,0,0
"Regional","GOL","GLO - 5493",0,0,36,0,0,0,0
"Regional","GOL","GLO - 5494",0,0,5,0,0,0,0
"Regional","GOL","GLO - 5495",0,0,28,0,0,0,0
"Regional","GOL","GLO - 5496",0,0,18,0,0,0,0
"Regional","GOL","GLO - 5497",0,0,4,0,0,0,0
"Regional","GOL","GLO - 5499",0,0,62,0,0,0,0
"Regional","GOL","GLO - 5611",0,0,65,0,0,0,0
"Regional","GOL","GLO - 5619",0,0,37,0,0,0,0
"Regional","GOL","GLO - 5620",0,0,69,0,0,0,0
