"Flight.Type","Airline","Flight.No","TotalFlight"
"Regional","GOL","GLO - 1283",3
"Regional","GOL","GLO - 1284",4
"Regional","GOL","GLO - 1285",6
"Regional","GOL","GLO - 1286",13
"Regional","GOL","GLO - 1291",19
"Regional","GOL","GLO - 1295",20
"Regional","GOL","GLO - 1296",8
"Regional","GOL","GLO - 1297",10
"Regional","GOL","GLO - 1298",12
"Regional","GOL","GLO - 1299",11
"Regional","GOL","GLO - 1300",3
"Regional","GOL","GLO - 1301",4
"Regional","GOL","GLO - 1302",7
"Regional","GOL","GLO - 1303",5
"Regional","GOL","GLO - 1304",4
"Regional","GOL","GLO - 1305",3
"Regional","GOL","GLO - 1306",2
"Regional","GOL","GLO - 1307",9
"Regional","GOL","GLO - 1308",6
"Regional","GOL","GLO - 1309",4
"Regional","GOL","GLO - 1310",3
"Regional","GOL","GLO - 1311",3
"Regional","GOL","GLO - 1312",3
"Regional","GOL","GLO - 1313",10
"Regional","GOL","GLO - 1314",4
"Regional","GOL","GLO - 1315",7
"Regional","GOL","GLO - 1317",1
"Regional","GOL","GLO - 1318",1
"Regional","GOL","GLO - 1319",11
"Regional","GOL","GLO - 1320",12
"Regional","GOL","GLO - 1321",8
"Regional","GOL","GLO - 1322",33
"Regional","GOL","GLO - 1324",9
"Regional","GOL","GLO - 1325",5
"Regional","GOL","GLO - 1326",3
"Regional","GOL","GLO - 1327",35
"Regional","GOL","GLO - 1328",108
"Regional","GOL","GLO - 1329",7
"Regional","GOL","GLO - 1331",2
"Regional","GOL","GLO - 1332",7
"Regional","GOL","GLO - 1336",4
"Regional","GOL","GLO - 1337",4
"Regional","GOL","GLO - 1340",12
"Regional","GOL","GLO - 1341",14
"Regional","GOL","GLO - 1342",1
"Regional","GOL","GLO - 1343",9
"Regional","GOL","GLO - 1346",2
"Regional","GOL","GLO - 1347",2
"Regional","GOL","GLO - 1348",2
"Regional","GOL","GLO - 1349",2
"Regional","GOL","GLO - 1352",14
"Regional","GOL","GLO - 1355",6
"Regional","GOL","GLO - 1357",43
"Regional","GOL","GLO - 1358",2
"Regional","GOL","GLO - 1359",17
"Regional","GOL","GLO - 1369",7
"Regional","GOL","GLO - 1370",18
"Regional","GOL","GLO - 1371",19
"Regional","GOL","GLO - 1372",59
"Regional","GOL","GLO - 1373",60
"Regional","GOL","GLO - 1374",15
"Regional","GOL","GLO - 1380",7
"Regional","GOL","GLO - 1392",4
"Regional","GOL","GLO - 1393",24
"Regional","GOL","GLO - 1394",2
"Regional","GOL","GLO - 1395",4
"Regional","GOL","GLO - 1396",2
"Regional","GOL","GLO - 1397",6
"Regional","GOL","GLO - 1398",33
"Regional","GOL","GLO - 1401",1
"Regional","GOL","GLO - 1407",15
"Regional","GOL","GLO - 1408",3
"Regional","GOL","GLO - 1411",6
"Regional","GOL","GLO - 1412",2
"Regional","GOL","GLO - 1413",57
"Regional","GOL","GLO - 1415",44
"Regional","GOL","GLO - 1416",2
"Regional","GOL","GLO - 1417",23
"Regional","GOL","GLO - 1419",1
"Regional","GOL","GLO - 1420",4
"Regional","GOL","GLO - 1421",11
"Regional","GOL","GLO - 1422",63
"Regional","GOL","GLO - 1423",30
"Regional","GOL","GLO - 1424",30
"Regional","GOL","GLO - 1425",32
"Regional","GOL","GLO - 1430",18
"Regional","GOL","GLO - 1431",20
"Regional","GOL","GLO - 1435",22
"Regional","GOL","GLO - 1436",2
"Regional","GOL","GLO - 1438",1
"Regional","GOL","GLO - 1439",13
"Regional","GOL","GLO - 1440",57
"Regional","GOL","GLO - 1441",3
"Regional","GOL","GLO - 1442",1
"Regional","GOL","GLO - 1444",5
"Regional","GOL","GLO - 1446",13
"Regional","GOL","GLO - 1447",2
"Regional","GOL","GLO - 1448",7
"Regional","GOL","GLO - 1449",6
"Regional","GOL","GLO - 1450",126
"Regional","GOL","GLO - 1452",6
"Regional","GOL","GLO - 1453",2
"Regional","GOL","GLO - 1455",6
"Regional","GOL","GLO - 1456",4
"Regional","GOL","GLO - 1457",13
"Regional","GOL","GLO - 1458",1
"Regional","GOL","GLO - 1459",8
"Regional","GOL","GLO - 1460",5
"Regional","GOL","GLO - 1461",4
"Regional","GOL","GLO - 1464",3
"Regional","GOL","GLO - 1465",3
"Regional","GOL","GLO - 1466",5
"Regional","GOL","GLO - 1467",5
"Regional","GOL","GLO - 1478",21
"Regional","GOL","GLO - 1479",20
"Regional","GOL","GLO - 1485",11
"Regional","GOL","GLO - 1488",4
"Regional","GOL","GLO - 1489",4
"Regional","GOL","GLO - 1490",28
"Regional","GOL","GLO - 1491",29
"Regional","GOL","GLO - 1493",4
"Regional","GOL","GLO - 1494",3
"Regional","GOL","GLO - 1495",62
"Regional","GOL","GLO - 1496",32
"Regional","GOL","GLO - 1497",14
"Regional","GOL","GLO - 1498",106
"Regional","GOL","GLO - 1499",3
"Regional","GOL","GLO - 1500",1
"Regional","GOL","GLO - 1501",1
"Regional","GOL","GLO - 1502",1
"Regional","GOL","GLO - 1503",17
"Regional","GOL","GLO - 1504",18
"Regional","GOL","GLO - 1505",1
"Regional","GOL","GLO - 1507",8
"Regional","GOL","GLO - 1510",1
"Regional","GOL","GLO - 1521",23
"Regional","GOL","GLO - 1524",1
"Regional","GOL","GLO - 1526",16
"Regional","GOL","GLO - 1527",2
"Regional","GOL","GLO - 1534",4
"Regional","GOL","GLO - 1535",3
"Regional","GOL","GLO - 1536",27
"Regional","GOL","GLO - 1537",28
"Regional","GOL","GLO - 1538",13
"Regional","GOL","GLO - 1539",16
"Regional","GOL","GLO - 1544",27
"Regional","GOL","GLO - 1545",27
"Regional","GOL","GLO - 1546",8
"Regional","GOL","GLO - 1547",31
"Regional","GOL","GLO - 1548",30
"Regional","GOL","GLO - 1549",33
"Regional","GOL","GLO - 1550",53
"Regional","GOL","GLO - 1553",1
"Regional","GOL","GLO - 1558",1
"Regional","GOL","GLO - 1561",27
"Regional","GOL","GLO - 1565",2
"Regional","GOL","GLO - 1566",4
"Regional","GOL","GLO - 1568",1
"Regional","GOL","GLO - 1569",3
"Regional","GOL","GLO - 1571",2
"Regional","GOL","GLO - 1572",1
"Regional","GOL","GLO - 1574",1
"Regional","GOL","GLO - 1575",3
"Regional","GOL","GLO - 1578",1
"Regional","GOL","GLO - 1579",1
"Regional","GOL","GLO - 1580",4
"Regional","GOL","GLO - 1581",4
"Regional","GOL","GLO - 1582",3
"Regional","GOL","GLO - 1585",16
"Regional","GOL","GLO - 1587",5
"Regional","GOL","GLO - 1588",6
"Regional","GOL","GLO - 1589",1
"Regional","GOL","GLO - 1590",16
"Regional","GOL","GLO - 1591",1
"Regional","GOL","GLO - 1592",57
"Regional","GOL","GLO - 1593",17
"Regional","GOL","GLO - 1596",9
"Regional","GOL","GLO - 1599",4
"Regional","GOL","GLO - 1602",2
"Regional","GOL","GLO - 1606",3
"Regional","GOL","GLO - 1609",2
"Regional","GOL","GLO - 1613",17
"Regional","GOL","GLO - 1614",1
"Regional","GOL","GLO - 1615",1
"Regional","GOL","GLO - 1616",1
"Regional","GOL","GLO - 1617",3
"Regional","GOL","GLO - 1618",19
"Regional","GOL","GLO - 1619",2
"Regional","GOL","GLO - 1620",25
"Regional","GOL","GLO - 1621",15
"Regional","GOL","GLO - 1623",52
"Regional","GOL","GLO - 1627",4
"Regional","GOL","GLO - 1631",2
"Regional","GOL","GLO - 1636",1
"Regional","GOL","GLO - 1641",4
"Regional","GOL","GLO - 1643",2
"Regional","GOL","GLO - 1644",2
"Regional","GOL","GLO - 1646",1
"Regional","GOL","GLO - 1650",146
"Regional","GOL","GLO - 1652",3
"Regional","GOL","GLO - 1653",129
"Regional","GOL","GLO - 1654",1
"Regional","GOL","GLO - 1656",10
"Regional","GOL","GLO - 1660",4
"Regional","GOL","GLO - 1672",1
"Regional","GOL","GLO - 1677",4
"Regional","GOL","GLO - 1678",3
"Regional","GOL","GLO - 1679",2
"Regional","GOL","GLO - 1680",7
"Regional","GOL","GLO - 1691",1
"Regional","GOL","GLO - 1692",5
"Regional","GOL","GLO - 1693",6
"Regional","GOL","GLO - 1694",26
"Regional","GOL","GLO - 1695",2
"Regional","GOL","GLO - 1697",3
"Regional","GOL","GLO - 1700",6
"Regional","GOL","GLO - 1701",23
"Regional","GOL","GLO - 1702",3
"Regional","GOL","GLO - 1703",75
"Regional","GOL","GLO - 1704",2
"Regional","GOL","GLO - 1705",2
"Regional","GOL","GLO - 1706",33
"Regional","GOL","GLO - 1707",60
"Regional","GOL","GLO - 1708",1
"Regional","GOL","GLO - 1709",63
"Regional","GOL","GLO - 1710",1
"Regional","GOL","GLO - 1712",1
"Regional","GOL","GLO - 1713",38
"Regional","GOL","GLO - 1714",1
"Regional","GOL","GLO - 1716",37
"Regional","GOL","GLO - 1717",61
"Regional","GOL","GLO - 1720",21
"Regional","GOL","GLO - 1725",3
"Regional","GOL","GLO - 1726",4
"Regional","GOL","GLO - 1727",3
"Regional","GOL","GLO - 1728",2
"Regional","GOL","GLO - 1733",5
"Regional","GOL","GLO - 1734",54
"Regional","GOL","GLO - 1736",1
"Regional","GOL","GLO - 1741",3
"Regional","GOL","GLO - 1742",2
"Regional","GOL","GLO - 1743",1
"Regional","GOL","GLO - 1745",4
"Regional","GOL","GLO - 1746",23
"Regional","GOL","GLO - 1747",2
"Regional","GOL","GLO - 1749",26
"Regional","GOL","GLO - 1750",26
"Regional","GOL","GLO - 1751",29
"Regional","GOL","GLO - 1752",11
"Regional","GOL","GLO - 1753",15
"Regional","GOL","GLO - 1754",33
"Regional","GOL","GLO - 1755",247
"Regional","GOL","GLO - 1756",29
"Regional","GOL","GLO - 1757",17
"Regional","GOL","GLO - 1758",2
"Regional","GOL","GLO - 1759",383
"Regional","GOL","GLO - 1760",5
"Regional","GOL","GLO - 1766",5
"Regional","GOL","GLO - 1767",2
"Regional","GOL","GLO - 1768",3
"Regional","GOL","GLO - 1772",6
"Regional","GOL","GLO - 1775",19
"Regional","GOL","GLO - 1776",20
"Regional","GOL","GLO - 1777",3
"Regional","GOL","GLO - 1778",3
"Regional","GOL","GLO - 1780",7
"Regional","GOL","GLO - 1785",4
"Regional","GOL","GLO - 1786",17
"Regional","GOL","GLO - 1787",14
"Regional","GOL","GLO - 1788",7
"Regional","GOL","GLO - 1789",5
"Regional","GOL","GLO - 1791",1
"Regional","GOL","GLO - 1794",1
"Regional","GOL","GLO - 1795",1
"Regional","GOL","GLO - 1796",2
"Regional","GOL","GLO - 1797",2
"Regional","GOL","GLO - 1798",9
"Regional","GOL","GLO - 1799",19
"Regional","GOL","GLO - 1801",2
"Regional","GOL","GLO - 1810",2
"Regional","GOL","GLO - 1811",3
"Regional","GOL","GLO - 1812",1
"Regional","GOL","GLO - 1813",1
"Regional","GOL","GLO - 1816",4
"Regional","GOL","GLO - 1817",4
"Regional","GOL","GLO - 1819",2
"Regional","GOL","GLO - 1820",25
"Regional","GOL","GLO - 1821",31
"Regional","GOL","GLO - 1822",1
"Regional","GOL","GLO - 1825",2
"Regional","GOL","GLO - 1826",38
"Regional","GOL","GLO - 1827",40
"Regional","GOL","GLO - 1828",1
"Regional","GOL","GLO - 1829",2
"Regional","GOL","GLO - 1831",4
"Regional","GOL","GLO - 1832",2
"Regional","GOL","GLO - 1841",7
"Regional","GOL","GLO - 1842",1
"Regional","GOL","GLO - 1846",68
"Regional","GOL","GLO - 1847",68
"Regional","GOL","GLO - 1848",1
"Regional","GOL","GLO - 1849",1
"Regional","GOL","GLO - 1850",58
"Regional","GOL","GLO - 1851",15
"Regional","GOL","GLO - 1852",31
"Regional","GOL","GLO - 1853",4
"Regional","GOL","GLO - 1854",20
"Regional","GOL","GLO - 1860",6
"Regional","GOL","GLO - 1861",8
"Regional","GOL","GLO - 1862",10
"Regional","GOL","GLO - 1863",15
"Regional","GOL","GLO - 1864",213
"Regional","GOL","GLO - 1865",214
"Regional","GOL","GLO - 1866",214
"Regional","GOL","GLO - 1868",286
"Regional","GOL","GLO - 1869",93
"Regional","GOL","GLO - 1870",95
"Regional","GOL","GLO - 1871",4
"Regional","GOL","GLO - 1872",48
"Regional","GOL","GLO - 1874",88
"Regional","GOL","GLO - 1876",3
"Regional","GOL","GLO - 1877",19
"Regional","GOL","GLO - 1878",19
"Regional","GOL","GLO - 1883",3
"Regional","GOL","GLO - 1886",3
"Regional","GOL","GLO - 1887",8
"Regional","GOL","GLO - 1888",68
"Regional","GOL","GLO - 1889",58
"Regional","GOL","GLO - 1891",8
"Regional","GOL","GLO - 1892",12
"Regional","GOL","GLO - 1894",66
"Regional","GOL","GLO - 1895",75
"Regional","GOL","GLO - 1896",9
"Regional","GOL","GLO - 1897",8
"Regional","GOL","GLO - 1899",5
"Regional","GOL","GLO - 1900",4
"Regional","GOL","GLO - 1901",4
"Regional","GOL","GLO - 1909",10
"Regional","GOL","GLO - 1912",4
"Regional","GOL","GLO - 1913",37
"Regional","GOL","GLO - 1914",2
"Regional","GOL","GLO - 1916",2
"Regional","GOL","GLO - 1918",6
"Regional","GOL","GLO - 1919",2
"Regional","GOL","GLO - 1920",45
"Regional","GOL","GLO - 1921",23
"Regional","GOL","GLO - 1922",1
"Regional","GOL","GLO - 1923",3
"Regional","GOL","GLO - 1926",1
"Regional","GOL","GLO - 1927",2
"Regional","GOL","GLO - 1929",187
"Regional","GOL","GLO - 1930",21
"Regional","GOL","GLO - 1934",2
"Regional","GOL","GLO - 1935",233
"Regional","GOL","GLO - 1940",5
"Regional","GOL","GLO - 1941",2
"Regional","GOL","GLO - 1944",9
"Regional","GOL","GLO - 1945",234
"Regional","GOL","GLO - 1947",9
"Regional","GOL","GLO - 1949",5
"Regional","GOL","GLO - 1951",1
"Regional","GOL","GLO - 1952",1
"Regional","GOL","GLO - 1960",6
"Regional","GOL","GLO - 1961",10
"Regional","GOL","GLO - 1964",26
"Regional","GOL","GLO - 1965",2
"Regional","GOL","GLO - 1975",234
"Regional","GOL","GLO - 1979",6
"Regional","GOL","GLO - 1986",2
"Regional","GOL","GLO - 1990",17
"Regional","GOL","GLO - 1991",18
"Regional","GOL","GLO - 1994",15
"Regional","GOL","GLO - 1995",22
"Regional","GOL","GLO - 2005",100
"Regional","GOL","GLO - 2006",4
"Regional","GOL","GLO - 2012",2
"Regional","GOL","GLO - 2015",1
"Regional","GOL","GLO - 2016",3
"Regional","GOL","GLO - 2017",2
"Regional","GOL","GLO - 2019",2
"Regional","GOL","GLO - 2020",3
"Regional","GOL","GLO - 2021",9
"Regional","GOL","GLO - 2023",234
"Regional","GOL","GLO - 2034",15
"Regional","GOL","GLO - 2035",8
"Regional","GOL","GLO - 2036",1
"Regional","GOL","GLO - 2037",14
"Regional","GOL","GLO - 2038",101
"Regional","GOL","GLO - 2039",100
"Regional","GOL","GLO - 2041",156
"Regional","GOL","GLO - 2042",234
"Regional","GOL","GLO - 2043",192
"Regional","GOL","GLO - 2045",1
"Regional","GOL","GLO - 2046",234
"Regional","GOL","GLO - 2049",22
"Regional","GOL","GLO - 2051",11
"Regional","GOL","GLO - 2052",5
"Regional","GOL","GLO - 2054",66
"Regional","GOL","GLO - 2055",36
"Regional","GOL","GLO - 2056",10
"Regional","GOL","GLO - 2057",13
"Regional","GOL","GLO - 2058",3
"Regional","GOL","GLO - 2059",9
"Regional","GOL","GLO - 2060",17
"Regional","GOL","GLO - 2061",7
"Regional","GOL","GLO - 2062",2
"Regional","GOL","GLO - 2063",106
"Regional","GOL","GLO - 2064",57
"Regional","GOL","GLO - 2065",53
"Regional","GOL","GLO - 2066",13
"Regional","GOL","GLO - 2067",11
"Regional","GOL","GLO - 2068",123
"Regional","GOL","GLO - 2069",5
"Regional","GOL","GLO - 2071",20
"Regional","GOL","GLO - 2072",234
"Regional","GOL","GLO - 2079",234
"Regional","GOL","GLO - 2081",106
"Regional","GOL","GLO - 2088",14
"Regional","GOL","GLO - 2089",11
"Regional","GOL","GLO - 2090",74
"Regional","GOL","GLO - 2091",80
"Regional","GOL","GLO - 2092",6
"Regional","GOL","GLO - 2093",6
"Regional","GOL","GLO - 2096",201
"Regional","GOL","GLO - 2097",202
"Regional","GOL","GLO - 2100",5
"Regional","GOL","GLO - 2101",3
"Regional","GOL","GLO - 2102",11
"Regional","GOL","GLO - 2103",29
"Regional","GOL","GLO - 2104",62
"Regional","GOL","GLO - 2107",23
"Regional","GOL","GLO - 2108",23
"Regional","GOL","GLO - 2109",7
"Regional","GOL","GLO - 2110",3
"Regional","GOL","GLO - 2111",7
"Regional","GOL","GLO - 2112",8
"Regional","GOL","GLO - 2113",5
"Regional","GOL","GLO - 2114",18
"Regional","GOL","GLO - 2115",14
"Regional","GOL","GLO - 2116",6
"Regional","GOL","GLO - 2117",8
"Regional","GOL","GLO - 2118",19
"Regional","GOL","GLO - 2119",33
"Regional","GOL","GLO - 2120",2
"Regional","GOL","GLO - 2121",2
"Regional","GOL","GLO - 2124",34
"Regional","GOL","GLO - 2128",13
"Regional","GOL","GLO - 2129",2
"Regional","GOL","GLO - 2130",167
"Regional","GOL","GLO - 2131",179
"Regional","GOL","GLO - 2133",62
"Regional","GOL","GLO - 2134",106
"Regional","GOL","GLO - 2135",234
"Regional","GOL","GLO - 2137",5
"Regional","GOL","GLO - 2138",4
"Regional","GOL","GLO - 2140",6
"Regional","GOL","GLO - 2141",12
"Regional","GOL","GLO - 2142",25
"Regional","GOL","GLO - 2143",87
"Regional","GOL","GLO - 2144",111
"Regional","GOL","GLO - 2145",41
"Regional","GOL","GLO - 2146",7
"Regional","GOL","GLO - 2147",7
"Regional","GOL","GLO - 2160",40
"Regional","GOL","GLO - 2161",25
"Regional","GOL","GLO - 2162",2
"Regional","GOL","GLO - 2163",2
"Regional","GOL","GLO - 2165",3
"Regional","GOL","GLO - 2167",2
"Regional","GOL","GLO - 2168",3
"Regional","GOL","GLO - 2170",50
"Regional","GOL","GLO - 2171",1
"Regional","GOL","GLO - 2172",5
"Regional","GOL","GLO - 2180",1
"Regional","GOL","GLO - 2181",1
"Regional","GOL","GLO - 2182",1
"Regional","GOL","GLO - 2183",1
"Regional","GOL","GLO - 2189",17
"Regional","GOL","GLO - 2190",22
"Regional","GOL","GLO - 2191",15
"Regional","GOL","GLO - 2192",11
"Regional","GOL","GLO - 2193",25
"Regional","GOL","GLO - 2194",19
"Regional","GOL","GLO - 2195",22
"Regional","GOL","GLO - 2198",6
"Regional","GOL","GLO - 4800",58
"Regional","GOL","GLO - 4801",14
"Regional","GOL","GLO - 4802",1
"Regional","GOL","GLO - 4803",15
"Regional","GOL","GLO - 4804",56
"Regional","GOL","GLO - 4805",30
"Regional","GOL","GLO - 4808",15
"Regional","GOL","GLO - 4810",74
"Regional","GOL","GLO - 4811",1
"Regional","GOL","GLO - 4812",8
"Regional","GOL","GLO - 4813",2
"Regional","GOL","GLO - 4815",73
"Regional","GOL","GLO - 4816",11
"Regional","GOL","GLO - 4817",1
"Regional","GOL","GLO - 4818",7
"Regional","GOL","GLO - 4819",11
"Regional","GOL","GLO - 4824",20
"Regional","GOL","GLO - 4825",20
"Regional","GOL","GLO - 4826",1
"Regional","GOL","GLO - 4830",9
"Regional","GOL","GLO - 4831",9
"Regional","GOL","GLO - 4832",4
"Regional","GOL","GLO - 4833",4
"Regional","GOL","GLO - 4834",20
"Regional","GOL","GLO - 4835",20
"Regional","GOL","GLO - 4836",1
"Regional","GOL","GLO - 4840",44
"Regional","GOL","GLO - 4841",44
"Regional","GOL","GLO - 4842",28
"Regional","GOL","GLO - 4848",16
"Regional","GOL","GLO - 4849",16
"Regional","GOL","GLO - 4853",19
"Regional","GOL","GLO - 4856",19
"Regional","GOL","GLO - 4858",1
"Regional","GOL","GLO - 4859",1
"Regional","GOL","GLO - 4870",32
"Regional","GOL","GLO - 4871",32
"Regional","GOL","GLO - 4873",13
"Regional","GOL","GLO - 4874",13
"Regional","GOL","GLO - 4879",4
"Regional","GOL","GLO - 4884",9
"Regional","GOL","GLO - 4886",163
"Regional","GOL","GLO - 4887",141
"Regional","GOL","GLO - 4888",159
"Regional","GOL","GLO - 4889",118
"Regional","GOL","GLO - 4890",29
"Regional","GOL","GLO - 4891",29
"Regional","GOL","GLO - 4892",17
"Regional","GOL","GLO - 4893",17
"Regional","GOL","GLO - 4894",51
"Regional","GOL","GLO - 4895",51
"Regional","GOL","GLO - 4896",5
"Regional","GOL","GLO - 4897",5
"Regional","GOL","GLO - 4898",2
"Regional","GOL","GLO - 4899",8
"Regional","GOL","GLO - 4905",4
"Regional","GOL","GLO - 4909",2
"Regional","GOL","GLO - 4917",13
"Regional","GOL","GLO - 4920",4
"Regional","GOL","GLO - 4922",9
"Regional","GOL","GLO - 4923",3
"Regional","GOL","GLO - 4924",20
"Regional","GOL","GLO - 4926",5
"Regional","GOL","GLO - 4927",1
"Regional","GOL","GLO - 4928",52
"Regional","GOL","GLO - 4929",5
"Regional","GOL","GLO - 4930",4
"Regional","GOL","GLO - 4931",3
"Regional","GOL","GLO - 4939",51
"Regional","GOL","GLO - 5301",3
"Regional","GOL","GLO - 5302",6
"Regional","GOL","GLO - 5304",7
"Regional","GOL","GLO - 5306",4
"Regional","GOL","GLO - 5307",17
"Regional","GOL","GLO - 5309",6
"Regional","GOL","GLO - 5310",6
"Regional","GOL","GLO - 5311",1
"Regional","GOL","GLO - 5312",6
"Regional","GOL","GLO - 5313",14
"Regional","GOL","GLO - 5314",7
"Regional","GOL","GLO - 5315",9
"Regional","GOL","GLO - 5317",48
"Regional","GOL","GLO - 5318",36
"Regional","GOL","GLO - 5320",6
"Regional","GOL","GLO - 5321",6
"Regional","GOL","GLO - 5322",12
"Regional","GOL","GLO - 5323",2
"Regional","GOL","GLO - 5324",6
"Regional","GOL","GLO - 5325",19
"Regional","GOL","GLO - 5326",8
"Regional","GOL","GLO - 5327",5
"Regional","GOL","GLO - 5329",11
"Regional","GOL","GLO - 5330",2
"Regional","GOL","GLO - 5331",22
"Regional","GOL","GLO - 5333",8
"Regional","GOL","GLO - 5336",52
"Regional","GOL","GLO - 5338",16
"Regional","GOL","GLO - 5339",15
"Regional","GOL","GLO - 5340",9
"Regional","GOL","GLO - 5343",4
"Regional","GOL","GLO - 5344",6
"Regional","GOL","GLO - 5349",20
"Regional","GOL","GLO - 5350",9
"Regional","GOL","GLO - 5351",2
"Regional","GOL","GLO - 5352",18
"Regional","GOL","GLO - 5353",9
"Regional","GOL","GLO - 5354",6
"Regional","GOL","GLO - 5355",12
"Regional","GOL","GLO - 5356",11
"Regional","GOL","GLO - 5358",3
"Regional","GOL","GLO - 5359",11
"Regional","GOL","GLO - 5362",8
"Regional","GOL","GLO - 5363",7
"Regional","GOL","GLO - 5364",7
"Regional","GOL","GLO - 5366",1
"Regional","GOL","GLO - 5368",1
"Regional","GOL","GLO - 5370",4
"Regional","GOL","GLO - 5371",2
"Regional","GOL","GLO - 5376",15
"Regional","GOL","GLO - 5379",1
"Regional","GOL","GLO - 5381",7
"Regional","GOL","GLO - 5382",6
"Regional","GOL","GLO - 5395",2
"Regional","GOL","GLO - 5402",11
"Regional","GOL","GLO - 5403",4
"Regional","GOL","GLO - 5405",7
"Regional","GOL","GLO - 5407",4
"Regional","GOL","GLO - 5409",30
"Regional","GOL","GLO - 5410",1
"Regional","GOL","GLO - 5412",7
"Regional","GOL","GLO - 5413",17
"Regional","GOL","GLO - 5414",2
"Regional","GOL","GLO - 5415",7
"Regional","GOL","GLO - 5418",1
"Regional","GOL","GLO - 5419",3
"Regional","GOL","GLO - 5422",16
"Regional","GOL","GLO - 5424",3
"Regional","GOL","GLO - 5426",4
"Regional","GOL","GLO - 5427",4
"Regional","GOL","GLO - 5428",7
"Regional","GOL","GLO - 5431",1
"Regional","GOL","GLO - 5433",28
"Regional","GOL","GLO - 5434",2
"Regional","GOL","GLO - 5436",1
"Regional","GOL","GLO - 5439",16
"Regional","GOL","GLO - 5440",32
"Regional","GOL","GLO - 5441",5
"Regional","GOL","GLO - 5443",2
"Regional","GOL","GLO - 5444",4
"Regional","GOL","GLO - 5446",15
"Regional","GOL","GLO - 5447",3
"Regional","GOL","GLO - 5449",1
"Regional","GOL","GLO - 5450",1
"Regional","GOL","GLO - 5452",2
"Regional","GOL","GLO - 5453",1
"Regional","GOL","GLO - 5454",15
"Regional","GOL","GLO - 5455",4
"Regional","GOL","GLO - 5457",6
"Regional","GOL","GLO - 5458",7
"Regional","GOL","GLO - 5460",8
"Regional","GOL","GLO - 5461",5
"Regional","GOL","GLO - 5462",7
"Regional","GOL","GLO - 5463",2
"Regional","GOL","GLO - 5464",3
"Regional","GOL","GLO - 5466",2
"Regional","GOL","GLO - 5468",2
"Regional","GOL","GLO - 5469",15
"Regional","GOL","GLO - 5470",5
"Regional","GOL","GLO - 5471",4
"Regional","GOL","GLO - 5472",1
"Regional","GOL","GLO - 5473",1
"Regional","GOL","GLO - 5475",20
"Regional","GOL","GLO - 5476",13
"Regional","GOL","GLO - 5477",4
"Regional","GOL","GLO - 5478",9
"Regional","GOL","GLO - 5479",5
"Regional","GOL","GLO - 5481",6
"Regional","GOL","GLO - 5482",9
"Regional","GOL","GLO - 5483",3
"Regional","GOL","GLO - 5484",3
"Regional","GOL","GLO - 5485",2
"Regional","GOL","GLO - 5486",6
"Regional","GOL","GLO - 5487",2
"Regional","GOL","GLO - 5490",13
"Regional","GOL","GLO - 5491",3
"Regional","GOL","GLO - 5492",6
"Regional","GOL","GLO - 5493",2
"Regional","GOL","GLO - 5494",1
"Regional","GOL","GLO - 5495",3
"Regional","GOL","GLO - 5496",1
"Regional","GOL","GLO - 5497",2
"Regional","GOL","GLO - 5499",7
"Regional","GOL","GLO - 5611",66
"Regional","GOL","GLO - 5619",13
"Regional","GOL","GLO - 5620",9
"Regional","GOL","GLO - 5621",4
"Regional","GOL","GLO - 5629",8
"Regional","GOL","GLO - 5631",6
"Regional","GOL","GLO - 5633",9
"Regional","GOL","GLO - 5637",12
"Regional","GOL","GLO - 5638",16
"Regional","GOL","GLO - 5644",6
"Regional","GOL","GLO - 5645",1
"Regional","GOL","GLO - 5646",5
"Regional","GOL","GLO - 5648",2
"Regional","GOL","GLO - 5651",5
"Regional","GOL","GLO - 5653",1
"Regional","GOL","GLO - 5655",10
"Regional","GOL","GLO - 5656",3
"Regional","GOL","GLO - 5657",20
"Regional","GOL","GLO - 5660",5
"Regional","GOL","GLO - 5661",1
"Regional","GOL","GLO - 5662",12
"Regional","GOL","GLO - 5663",1
"Regional","GOL","GLO - 5664",4
"Regional","GOL","GLO - 5665",4
"Regional","GOL","GLO - 5666",7
"Regional","GOL","GLO - 5667",7
"Regional","GOL","GLO - 5668",8
"Regional","GOL","GLO - 5670",10
"Regional","GOL","GLO - 5671",4
"Regional","GOL","GLO - 5673",12
"Regional","GOL","GLO - 5674",6
"Regional","GOL","GLO - 5675",13
"Regional","GOL","GLO - 5676",7
"Regional","GOL","GLO - 5800",57
"Regional","GOL","GLO - 5803",38
"Regional","GOL","GLO - 5808",38
"Regional","GOL","GLO - 5810",19
"Regional","GOL","GLO - 5811",1
"Regional","GOL","GLO - 5812",3
"Regional","GOL","GLO - 5813",1
"Regional","GOL","GLO - 5820",1
"Regional","GOL","GLO - 5821",2
"Regional","GOL","GLO - 5822",5
"Regional","GOL","GLO - 5823",4
"Regional","GOL","GLO - 5825",4
"Regional","GOL","GLO - 5828",1
"Regional","GOL","GLO - 5829",1
"Regional","GOL","GLO - 5832",1
"Regional","GOL","GLO - 5836",1
"Regional","GOL","GLO - 5839",11
"Regional","GOL","GLO - 5840",4
"Regional","GOL","GLO - 5844",13
"Regional","GOL","GLO - 5845",14
"Regional","GOL","GLO - 5846",13
"Regional","GOL","GLO - 5851",1
"Regional","GOL","GLO - 5853",2
"Regional","GOL","GLO - 5857",1
"Regional","GOL","GLO - 5864",1
